SMILES,pIC50,mol,num_atoms,logP
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2969cb0>,33,5.093080000000005
O=C(O)Cc1ccc(C2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3276650>,16,3.3614000000000024
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,6.92,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944740>,30,3.273980000000001
CC(O)CNc1ccccc1C(N)=O,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c6e30>,14,0.5782
CCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292260>,23,2.746200000000001
COC(=O)C(=Cc1ccc(C(=O)OC)o1)[N+](=O)[O-],0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fdc40>,18,0.8567999999999999
CN(Cc1ccccc1)N=Nc1[nH]cnc1C(N)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a327c580>,19,1.6392999999999998
CCN1CCN=C1Nc1ncc([N+](=O)[O-])s1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a326e810>,16,1.1546999999999996
CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)NC(=O)CC1NC(=O)C2C3CCC(CC3)N2C1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eec00>,58,4.496000000000003
CC1CCN(C(=O)CO)CC1N(C)c1[nH]cnc2nccc1-2,6.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a293cb30>,22,0.5749999999999995
COc1cccc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cac00>,12,2.8484000000000007
COc1ccc(CCNCC(O)COc2ccc(-c3ncc(Cl)[nH]3)cc2)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c77d0>,30,3.319300000000002
Nc1nc(N)nc(-c2cc(Br)ccc2F)n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f1b0>,16,1.6046
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a294ee30>,32,3.315080000000002
CCCCC(=O)OC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adee0>,8,1.3496
FC(F)(F)F,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2972180>,5,1.4756999999999998
COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,6.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a293fc30>,36,3.8218000000000014
NC(N)=NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)NCC(=O)O,0.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ef8b0>,31,0.1604000000000041
O=CNC=Cc1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3293ed0>,11,1.4033
CN(Cc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aac70>,15,3.323000000000002
O=C(OCCc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b7d0>,17,3.086100000000002
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1,7.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a294b450>,30,3.453100000000002
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32489e0>,25,1.5254
CCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3128740>,22,2.0702
Cc1nc(N)nc(N)c1C12CC3CC(CC(C3)C1)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3270040>,19,2.4172200000000004
Nc1ccc2cc3ccccc3nc2c1CO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31459a0>,17,2.462500000000001
COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,0.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a313af10>,18,0.6095
Cc1ccc(C(O)c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c04a0>,15,3.076720000000001
CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a6030>,21,1.7310999999999994
Clc1ncccn1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c2f80>,7,1.13
COc1ccccc1NCC(N)=O,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b8d60>,13,0.5924
CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(N)=O)cc2)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2963bc0>,35,1.8332799999999996
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,7.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a294a6c0>,34,2.4043800000000006
CCCCN(C)N=Nc1ccccc1C(N)=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311e180>,17,2.5161
O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31109e0>,26,3.1925000000000017
Nc1nncc2ccccc12,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3225c40>,11,1.2119999999999995
COc1ccccc1Oc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c29d0>,15,3.4875000000000025
CCCCN(C)C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b7ae0>,7,1.3481
COc1ccc(CO)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29833e0>,10,1.1874999999999998
N=[N+]=NC1CC(n2ccc(N)nc2=O)OC1CO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b31b0>,18,-0.97573
Cc1cccc(C(=O)NN)c1,0.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a321e1f0>,11,0.5985199999999999
C=CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3141230>,14,3.508000000000002
OCC1OC(Oc2cc(OC3OC(CO)C(O)C(O)C3O)c(I)cc2I)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a329bed0>,32,-2.7468
CCC(C)C(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,0.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e38b0>,19,0.1633000000000015
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,7.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948b30>,36,3.983800000000003
CSc1nnc(C)c(=O)n1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32251c0>,11,-0.61758
CCOC(=O)CN(C(=O)CCl)c1ccccc1OC(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a329b990>,21,2.6087000000000007
CCCc1nc2cccc(C)n2c(=O)c1CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a18c0>,17,2.5178200000000004
FC(F)(F)c1ccccc1CNc1[nH]cnc2ncnc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3142e30>,21,2.9354
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2991d90>,21,4.6182
CCOC(=O)CC(C(=O)OC)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a31322d0>,23,0.8633000000000001
CNC(=O)c1ccoc1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a310a730>,9,0.6392
CC(O)COc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ac70>,12,2.0996
CCCCCC[n+]1cc(C)cc(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b9460>,14,3.171240000000002
CCCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a312d230>,44,1.8797000000000053
CC(=O)Oc1cccc(OC(C)=O)c1C(N)=O,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f3d10>,17,0.6361
CC(=O)Oc1ccc([N+](=O)[O-])cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b58c0>,13,1.5200999999999998
O=C(Nc1cnc2[nH]ccc2n1)NC1CCCN(CC(F)(F)F)C1,8.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a295bb50>,24,2.1061
CC(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c0ba0>,17,2.3107
COc1cc(Cc2cnc(N)nc2N)cc(OC)n1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b0dd0>,19,0.6439999999999997
NC(=O)c1cncnc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a327dc40>,9,-0.4245000000000003
Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32680b0>,17,1.8072
COC(=O)C1C(C=C(C)C)C1(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3264ac0>,13,2.3978
CN(C)c1ccc(C=NNC(=N)N)cc1,0.27,<rdkit.Chem.rdchem.Mol object at 0x7f59a327a2d0>,15,0.5695699999999997
Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)C)c2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291a80>,21,4.233940000000002
CN(SN(C)C(=O)OC(C)(C)C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b5b60>,26,4.260800000000004
CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c85f0>,17,4.181800000000004
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2CC(F)(F)C2)C1,6.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d5b0>,26,1.8414
COC(=O)c1cccc(N=NN(C)C)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a310be60>,15,2.0335
FC(F)(F)C(F)(F)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996500>,13,3.340700000000002
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,8.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a295a3b0>,34,3.9812800000000017
Nn1c(S)nnc(-c2cc(Cl)cc(Cl)c2)c1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea730>,17,1.6145999999999998
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292b90>,19,3.6889800000000026
CC(=O)C=Cc1cccc(C#N)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e2650>,13,2.16048
CN(C)C(=O)Nc1cccc(N)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a327c510>,13,1.3623
O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3147370>,25,3.0900000000000007
CSc1ccc(C=NN=C(N)NO)cc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f3840>,15,1.0359000000000005
CSc1ccc2ccccc2n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327d000>,12,2.9567000000000005
O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a325ea40>,15,1.6536999999999995
COc1ccnnc1,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a32213f0>,8,0.4851999999999998
CCOC(=O)Cc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2981230>,12,1.7922
CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,0.74,<rdkit.Chem.rdchem.Mol object at 0x7f59a3106a40>,39,0.1302000000000058
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2962ab0>,34,4.018000000000003
CCNC(=S)NS(=O)(=O)c1cnccc1NC1CCCCC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3131540>,22,1.9988999999999997
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c6110>,16,2.1915
CCC(=O)OC,0.27,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a3300>,6,0.5694
COc1ccc2cc(C(C)C(=O)OCCCOC(C)=O)ccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a313b290>,24,3.4483000000000024
N#CCC(N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1)C(F)(F)F,9.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2965850>,30,3.7407800000000018
CC(=O)c1c(C)no[n+]1[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c3990>,10,-0.18098
O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Br,,<rdkit.Chem.rdchem.Mol object at 0x7f59a326bbc0>,16,-0.0310000000000003
COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f0890>,18,2.2094
O=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8a50>,17,-0.1920999999999997
CCc1c(C)nc2n(c1=O)C(C)CCC2,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a1770>,15,2.01142
Nc1cc(C(F)(F)F)ccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298c5f0>,12,2.9410000000000007
CCCc1ccc(OCC(C)O)c2c(=O)cc(C(=O)O)oc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3120890>,22,2.2033
O=P1(N(CCCl)CCCl)NCCCO1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2968200>,14,1.884
COCOc1ccc(Cc2cccc(-c3c(O)c4ccc(Cl)cc4[nH]c3=O)c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31387b0>,30,5.127600000000005
Cc1csc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc12,8.4,<rdkit.Chem.rdchem.Mol object at 0x7f59a295e7a0>,27,3.5790200000000008
O=c1[nH]ccc2c3nc(-c4c(F)cccc4Cl)[nH]c3c3ccc(F)cc3c12,9.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2965b60>,27,5.156200000000002
O=C(NC1CCC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a293cc80>,29,3.631300000000003
Cc1cc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cnc1C#N,7.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a2955770>,26,2.55558
CCSc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a2810>,22,2.361
Cc1nc2ccccc2c(=O)n1CC(=O)NCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a313f990>,23,2.02132
Cc1cc(Cc2c(Cl)cccc2Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32da1f0>,18,6.199420000000002
CCc1cccc(NC(=O)OC)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d2e30>,13,2.4273
NCCCN1CCN(CCCN)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32312a0>,14,-0.6983999999999977
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b3a00>,23,1.5976
CC(C)c1cccc(-c2ccccc2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3220890>,15,4.477000000000004
CCCCc1ccc(NC(C)=O)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebd10>,15,3.2960200000000013
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b5a0>,19,1.249
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327a340>,18,7.274000000000001
O=C(COc1ccccc1)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3224f20>,17,2.7041000000000004
COC(=O)C(=Cc1ccc(Br)o1)[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a329e490>,15,1.8327
O=S(=O)(Nc1cn[nH]c1)c1ccccc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a30faea0>,15,1.2105
COc1c2occc2cc2ccc(=O)oc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a310a180>,16,2.5478000000000005
c1cc2ccc3cccc4sc(c1)c2c34,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a326e340>,15,4.645500000000001
CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3108270>,21,3.780700000000002
Nc1nc(N)nc(-c2ccc(Cl)cc2Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eff0>,16,2.0098
O=C(O)CCCCCON=C(c1cccc(C(F)(F)F)c1)c1cnccn1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31476f0>,27,3.9094000000000033
Cc1ncc(CO)c(C=NNc2ccccn2)c1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3122e30>,19,1.4289199999999995
Clc1cc(Oc2ccccc2)cc(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31236f0>,16,5.439100000000002
O=[N+]([O-])c1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c5a10>,26,3.1746000000000016
OCC1CCC(n2cnc3cncnc32)O1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a311aff0>,16,0.4962
Nc1ccc(C2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3218ba0>,13,3.3165000000000022
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1F,7.73,<rdkit.Chem.rdchem.Mol object at 0x7f59a2954eb0>,37,4.555200000000004
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32252a0>,20,4.017900000000004
CNCC(O)c1cccc(O)c1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a296e110>,12,0.645
CNS(=O)(=O)c1nnc(NC(C)=O)s1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a329e5e0>,14,-0.5954000000000002
CN1C(=O)CCC1(O)c1cccnc1,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a32949e0>,14,0.4789
CCS(=O)c1sc(C#N)cc1C#N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fe1f0>,13,1.6189600000000002
CCOC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3128430>,31,3.481600000000003
CC(=O)C12OC(C)(c3ccc(F)cc3)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3113990>,34,5.883400000000006
CN1C(O)C(O)C(O)C(O)C1CO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a07b0>,13,-3.3062
Cc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f20a0>,23,2.72656
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)CC1,6.71,<rdkit.Chem.rdchem.Mol object at 0x7f59a29413f0>,29,3.754480000000002
COc1c(OC)c(OC(C)=O)c2cc(Br)ccc2c1OC(C)=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bd460>,23,3.4701000000000013
CC(C)OC(=O)CSc1ccccc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8f90>,17,2.6385000000000014
Cc1c(C)c2cc3c(C)coc3nc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a313f760>,17,2.859460000000001
Nc1cnc2ccccc2n1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3247bc0>,11,1.212
Brc1ccc2cccnc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3244f20>,11,2.997300000000001
O=C(Cc1nc(I)c([N+](=O)[O-])[nH]1)NCc1cccnc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c1070>,20,1.1764
O=[IH2]c1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a12a0>,8,1.6369999999999996
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947d10>,35,3.680480000000002
O=C(O)CCCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c3e60>,12,2.0939
N#CC1CC(N2CCC(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.77,<rdkit.Chem.rdchem.Mol object at 0x7f59a2955ee0>,36,3.296280000000001
O=S1(=O)C=Cc2ccccc21,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b55b0>,11,1.4446
O=S(=O)(CC1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a2967450>,29,2.636
N#Cc1ccncn1,0.45,<rdkit.Chem.rdchem.Mol object at 0x7f59a327f6f0>,8,0.3482799999999998
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cc[nH]n2)NC(=O)C(CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32db5a0>,48,2.2016000000000044
N#CC1CC(OC(=O)NC2CCCCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946ce0>,34,4.156980000000003
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d7e0>,30,1.9339
CC(C)(C)[N+]([O-])=Cc1ccccc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a31054d0>,14,2.119900000000001
CSc1ccc(SC)nn1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3279230>,10,1.9204
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d4200>,16,-0.7090799999999999
CC(=O)OCC1OC(n2ccnc2[N+](=O)[O-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f59a329dc40>,31,0.0468999999999997
CCCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d460>,33,4.030800000000003
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29920a0>,17,1.2295199999999995
CCCCCCCCCCCCN,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b7d10>,13,3.8660000000000014
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a298f060>,13,0.8415000000000001
CCCCCC(C)N,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a298e0a0>,8,1.9139
Clc1cc2c(Cl)cccc2c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286ea0>,14,5.453400000000002
CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9150>,19,2.3074000000000003
Cc1cccc(C2C(=O)c3ccccc3C2=O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a323d7e0>,18,3.157820000000001
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ad2a0>,43,1.1941999999999997
CCCOCCCNc1[nH]cnc2ncnc1-2,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a312fed0>,17,1.5331
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3123990>,17,6.092500000000002
CNC(=O)c1c[nH]c2ccccc12,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b4c10>,13,1.5275
CCOP(=O)(N=C1SCC(C)S1)OCC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b9690>,15,3.392000000000002
CC(=O)NC1=CC(=O)c2ccccc2C1=O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cc580>,16,1.0856
CC(C)(C)C(N)Cc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a329d310>,13,2.602500000000001
O=NCc1nc(-c2ccccc2)no1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bc430>,14,2.003
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,5.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f680>,21,1.8198
