SMILES,pIC50,mol,num_atoms,logP
C=CCC1(CC)C(=O)NC(=O)NC1=O,0.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cc970>,14,0.3249000000000001
CC1CN(C(=O)c2ccccc2)CC(C)N1N=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fc4a0>,18,1.9028
Cc1ncc(CO)c(C=NNC(=O)c2ccc(O)cc2)c1O,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a3121ee0>,22,1.0574199999999998
Cc1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2979930>,11,3.148220000000001
CCCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31171b0>,26,4.540400000000004
CCC(C(=O)OCc1ccccc1)C(COC(=O)Cc1ccccc1)Cc1cncn1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bdf50>,32,4.134300000000003
CC(C)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fc30>,42,5.682300000000006
CS(=O)(=O)c1ccc(OCC(=O)O)cc1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a327ef80>,15,0.5534999999999999
CCCCCCCCSCCO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d7c30>,12,3.0724000000000022
O=C(NO)Nc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a326d460>,12,1.8507
CCOC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e03c0>,20,3.1148000000000016
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a960>,32,3.6407000000000025
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327a110>,18,7.274000000000001
C[N+](C)(C)Cc1ccncc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3225cb0>,11,1.2878
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)C1CC1,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ca50>,22,3.6453000000000015
CCCCC1C(=O)NC(=O)NC1=O,0.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c68f0>,13,0.1587999999999999
CN1CC(C)(C)C(=O)c2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286880>,14,2.3453
CCN(C(=O)SCc1ccccc1)C(C)C(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b4c80>,18,4.406200000000004
Cc1ccc2cc3ccccc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa7a0>,15,4.301420000000002
O=C(O)c1ccc(Nc2nc3c(-c4cnn(C5CCCCC5)c4)cccn3n2)cc1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950890>,30,4.539800000000002
O=C(O)c1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297aa40>,13,2.5380000000000003
C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3273d80>,30,1.8891
COc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f3140>,27,4.2436000000000025
Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d310>,21,3.2124000000000006
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bc5f0>,17,-1.9793000000000005
O=C(c1ccccc1)C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a3b0>,12,2.4316000000000004
CC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3117220>,25,1.7268
CC(C)(C)Sc1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32af4c0>,27,1.0731999999999997
c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29943c0>,21,5.627500000000003
CC(C)(C)C1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a321fe60>,17,2.708000000000001
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,0.77,<rdkit.Chem.rdchem.Mol object at 0x7f59a32cb8b0>,15,0.1154000000000003
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b3df0>,17,1.3774
Cc1cccc(OC(=O)N(C)C)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3231e00>,13,2.05542
CCCOc1cc(N)ccc1C(=O)O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ce490>,14,1.7558
CC(Nc1nc(Nc2cn(C)cn2)c2ccccc2n1)c1ncc(F)cn1,8.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a295f760>,27,3.209100000000001
NC(=O)c1cc(-c2ccc(CN3CCOCC3)cc2)nc2c1[nH]c1cc(N3CCS(=O)(=O)CC3)ccc12,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2962ff0>,37,2.5490000000000004
CCC12CC3CC(N)(C1)CC(CC)(C3)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ad4d0>,15,3.474300000000002
COC(=O)c1nc(NCC(O)CO)cnc1[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b7e60>,19,-1.0634999999999997
CCCCN(C)CC(=O)Nc1c(C)cccc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a312eb20>,18,2.973840000000001
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3299620>,16,5.4391000000000025
CCN(CCO)C(=O)COC(=O)c1ccccc1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a32cc510>,18,0.684199999999999
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c5f0>,28,2.568600000000001
O=c1nc(Nc2ccccc2)[nH]c2nc[nH]c12,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a31210e0>,17,1.3897999999999997
COc1ccc(C2=NC(C)(C(=O)O)CS2)c(O)c1OC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a313adc0>,20,1.7461
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ae570>,30,2.4404000000000003
Clc1cc2c(c(Cl)c1Cl)Oc1ccc(Cl)c(Cl)c1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a3a70>,19,6.8516
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ce1f0>,17,-0.5098999999999998
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCNCC5)c4)nc23)cc1,9.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2963c30>,32,2.953000000000001
Clc1cccc2cccc(Cl)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c8350>,12,4.146600000000001
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ec00>,12,2.4838000000000005
CS(=O)(=O)ON1C(=O)c2ccc(N)cc2C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3114b30>,17,-0.2440000000000001
COc1ccc2cc(C(C)C(=O)OCCCCOC(C)=O)ccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a313b220>,25,3.8384000000000023
Cc1c(C)c(C)c(C)c(C)c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2977610>,12,3.5371200000000025
CC(=O)c1ccc2cccccc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3231150>,13,2.994000000000001
CCN(CC)CCOC(=O)C=Cc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a321d4d0>,18,2.5848000000000004
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a32dbb50>,28,0.1927999999999994
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3266500>,17,2.2795000000000005
CCOc1cccc(OC(C)=O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ef530>,13,2.0106
Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3123920>,17,6.092500000000001
CC(CS)C(=O)N1CCCC1C(=O)O,0.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a32965e0>,14,0.6279000000000001
C=CCCCC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a7370>,6,2.3626000000000005
NC(=S)c1ccccn1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a3246f10>,9,0.7158000000000001
Cc1ccc(C)n1Nc1ccc(N2CCCCC2)nn1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a8ba0>,20,2.760440000000001
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d700>,29,1.8761000000000003
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a8ac0>,20,1.6067399999999998
CC(N)CNc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29399a0>,26,2.3021
CC1=Nc2c(Cl)cccc2S(=O)(=O)N1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a326eff0>,14,1.6817999999999995
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3227c30>,14,5.453400000000001
CNC(=O)c1nonc1C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291690>,10,-0.2623800000000003
CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a32555b0>,18,0.1252
COc1cc(C(N)=O)ccc1-c1cn2cccnc2n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c7bc0>,20,1.5037999999999998
FC(F)(F)c1nc2ccccc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996650>,13,2.5817
O=C(Nc1ccccc1)Oc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3244ac0>,16,3.297500000000001
N#CC(=Cc1ccccc1)C(N)=O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b2f80>,13,1.0788799999999996
Cc1ccc(Cl)cc1-c1cn(-c2ncnn3cccc23)cc1C(N)=O,5.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a31dc040>,25,3.247720000000001
CSc1nnc(CCC(C)C)c(=O)n1N,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a3221fc0>,15,0.6626
COc1ccc(C(=O)CCCC(=O)O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3257060>,16,2.1328000000000005
CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a310cc80>,17,1.3131999999999997
Cn1cc(-c2ccc(N=c3[nH]n(C4CCCCC4C#N)cc3C(N)=O)cn2)cn1,7.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a2956f10>,29,2.19788
O=C1NC(=O)C2(CCCCC2)C(=O)N1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2969b60>,14,0.3029
CN(C)C(C)(C)CO,0.48,<rdkit.Chem.rdchem.Mol object at 0x7f59a3134a50>,8,0.3188999999999998
CCOP(=O)(OCC)C(C)(C)[N+]([O-])=Cc1c(OC)cc(OC)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3132f10>,26,3.6438000000000015
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a66c0>,22,4.501900000000004
CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb840>,18,2.14922
CCOP(=O)(CN(CCO)CCO)OCC,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d1d20>,16,0.4966
CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,0.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a326c190>,22,0.1627999999999996
Cc1coc2c1c(C)cc1oc(=O)cc(C)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a313e2d0>,17,3.4644600000000016
OCCNCCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2988580>,7,-1.4393999999999998
CCC(C)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(N)CO)C(=O)NC(C(=O)O)C(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3103f40>,35,-0.9020999999999926
CC(=O)c1ccc(N2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a321d0e0>,15,2.879500000000001
CCCC(=O)OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a312d2a0>,26,2.897100000000002
CCC1(c2ccccc2)C(=O)NC(=O)N1S(=O)(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3222dc0>,24,2.2326000000000006
O=C1C=CC(=O)c2ccccc21,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a298f760>,12,1.6218
CCCc1ssc(=S)c1CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a326ca50>,11,4.053990000000002
CCOC(=O)CCCn1cnc([N+](=O)[O-])n1,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a3132420>,16,0.5296000000000001
C1CC2CC1C1OC21,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d5230>,8,1.1837
CC(=O)C=Cc1ccccc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3242ab0>,12,1.9944
N#Cc1ccncc1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a29805f0>,8,0.95328
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a294c890>,25,2.09038
COc1ccccc1-c1ccc2cnc(Nc3ccc(S(=O)(=O)N(C)C)cc3)nn12,8.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a29609e0>,30,3.3988000000000014
CCc1ccc[nH]1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c0820>,7,1.5771
Cc1cc(C)ncn1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c09e0>,8,1.09344
CN(N=Nc1nc[nH]c1C(N)=O)C(C)(C)C,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fa810>,16,1.2375999999999996
CCCCC1(c2ccncc2)CCC(=O)NC1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a310eff0>,18,1.9462
Cc1nc([N+](=O)[O-])cn1CCO,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b2ab0>,12,0.0920199999999999
COc1ccc(-c2cc3ccccn3c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3233060>,17,3.614900000000002
NC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2ccccc2)C1,6.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d3f0>,26,2.738300000000001
CN(C)c1nc2c3cccnc3ccc2n1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c7d80>,17,2.1875
Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a296dd20>,22,-0.8174000000000006
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a326c0b0>,22,3.5801200000000017
O=C(O)Cc1ccccc1Nc1cc(Cl)ccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32deea0>,19,4.364100000000001
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNC(N)=O)C(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb370>,54,4.437600000000005
Clc1ccccc1N1CCNCC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a327ba70>,13,1.7495999999999994
Cc1c(CNc2ccccc2)cnc2nc(N)nc(N)c12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f22d0>,21,2.10972
COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e110>,28,3.497200000000001
CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944cf0>,37,4.417100000000003
COc1cccc(CNc2cccn3nc(Nc4ccnc(C)c4)nc23)c1,6.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a293b840>,27,3.7970200000000016
NC(=O)c1ccnnc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b97e0>,9,-0.4245000000000003
O=C(CNC(=O)c1ccccc1)Oc1cccc([N+](=O)[O-])c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d37d0>,22,1.9302
N#CC1CC(N(C2CC2)C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.8,<rdkit.Chem.rdchem.Mol object at 0x7f59a2956650>,37,3.8792800000000014
CCN(C)N=Nc1ccccc1C(N)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311e500>,15,1.7359
COC(=O)c1c(F)cccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ef610>,12,2.2657000000000007
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a5e00>,28,3.949500000000003
COC1=C(N2CC2)C(=O)C(OC)=C(N2CC2)C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a310d7e0>,18,-0.5146
CCS(=O)c1nc(C)cc(C)c1C#N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a30ff1b0>,14,1.69762
CCOc1ccc(O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad770>,10,1.7908999999999995
CC(=O)Nc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997b50>,14,2.6638
c1ccc(-c2cccnc2)nc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a57e0>,12,2.1435999999999997
Nc1ccc(CCO)cc1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a2982960>,10,0.8036000000000001
CC1c2nc3ccccc3c(=O)n2CN1C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e11c0>,16,1.3604000000000005
NNC(=O)c1ccc(Br)cc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a3242500>,11,1.0525999999999998
Cc1ccc(C(O)(Cn2ccnc2)c2ccc(Br)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a30ffed0>,22,3.890120000000003
Cc1cc(NC(N)=O)ccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ac430>,12,1.62472
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ab8b0>,31,5.167700000000004
COc1ccc2c(c1)nc(N)n2C,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c3bc0>,13,1.1641
CCNN=Nc1ccc(C(N)=O)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3131850>,14,1.3937
O=[N+]([O-])c1cc(C(F)F)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ac890>,27,5.251400000000001
CN(NC(=S)Nc1ccccc1)C(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a321e8f0>,20,2.660200000000001
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a323eea0>,17,-0.4629000000000002
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cd60>,17,1.6502
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a329d8c0>,25,3.180500000000002
COc1cc(C)c2c(c1OC)-c1ccc(NCc3ccccc3)c(=O)cc1C(NC(C)=O)CC2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3108900>,34,4.774920000000003
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a3760>,18,6.198200000000001
CCC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ab90>,10,2.2793
CN(C)C(=O)OCCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c3290>,14,1.9273
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2975380>,23,3.609600000000003
N#CCC(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,6.74,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941a10>,24,0.9840799999999994
NNC(=O)c1ccc(O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3247140>,11,-0.0043000000000002
NC(=O)c1cccnc1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a321fc30>,10,-0.2372999999999999
S=C(NN=Cc1ccco1)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3111930>,17,2.6001000000000003
CN(C)C(=S)NN,,<rdkit.Chem.rdchem.Mol object at 0x7f59a321b610>,7,-0.7037999999999998
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ec70>,27,2.1011
COc1cc(OC)nc(Oc2cccc(Oc3ccccc3)c2C(=O)O)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a313b4c0>,27,3.776600000000002
COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eece0>,26,2.5838
CCCCOCC1CO1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cd460>,9,1.2019
CCCNC(=O)CCC(=O)NCc1c(O)c(=O)cc(C)n1C,0.48,<rdkit.Chem.rdchem.Mol object at 0x7f59a312f990>,22,0.3219199999999995
Cc1cc(Cl)cc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3266ab0>,9,3.301820000000001
CNCc1cccnc1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32200b0>,9,0.8010000000000002
CCN(CC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c34c0>,20,-0.0379000000000002
CNC(=O)Oc1ccccc1[N+](=O)[O-],0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3232260>,14,1.313
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32dfd10>,26,4.0763000000000025
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a37d0>,25,1.2851000000000006
NC(=O)c1cnc2[nH]ccc2c1NC1CCN(c2ccc(CO)cn2)CC1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945b60>,27,1.6299999999999997
CC1CCC(O)CC1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a6b90>,8,1.5574
Nc1ncc(C(=O)NCc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,7.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945930>,32,4.312100000000004
CC(=O)Oc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a298d4d0>,10,1.6119
CCC(CO)Nc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,10.36,<rdkit.Chem.rdchem.Mol object at 0x7f59a29673e0>,32,1.4335999999999998
CCCNCC(O)COc1ccc(-c2ncc(-c3cccs3)[nH]2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c7450>,25,3.544500000000002
O=C(O)CC[Se]Cc1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3274eb0>,16,1.692
CON(C)N=Nc1ccc(C(N)=O)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a329c9e0>,15,1.2774
CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32be7a0>,20,3.2927000000000017
CCc1nc(-c2ccc(C(C)C(=O)O)cc2)sc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8190>,19,3.8690200000000026
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3285fc0>,21,9.2342
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32233e0>,16,1.6708799999999997
CNC(=O)Oc1ccc(C(C)C)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d9930>,15,2.8366200000000017
